0	141.0000	10	1	9	0.0011	0.0000	4.7529
1	141.0000	4	1	3	-0.0010	0.0005	4.7902
2	141.0000	8	2	6	-0.0000	-0.0000	4.9441
3	141.0000	4	1	3	0.0008	0.0004	4.7885
4	141.0000	3	1	2	-0.0009	0.0001	4.8523
5	141.0000	5	1	4	-0.0007	0.0003	4.9542
6	141.0000	6	1	5	-0.0011	-0.0006	4.9864
7	141.0000	5	1	4	0.0006	-0.0009	5.0292
8	141.0000	5	1	4	0.0002	0.0005	4.7934
9	141.0000	3	1	2	0.0004	0.0008	4.9607
